labels	text
0	i think it is true because if there cocoon be frozen changing they cant is stages and there then of becoming a butterfly thats why i think the temperature matters in a butterflys habitat
0	i think it is true because if there cocoon is frozen then they cant be changing and there stages of becoming a butterfly thats why i think the temperature matters in a butterflys habitat 
1	in the temperature was and in the sand temperature was so clearly it has decreasing it has actually increasing
1	in the sand temperature was and in the sand temperature was clearly it has not been it has actually been increasing
1	in the sand temperature was and in the sand temperature has so clearly it was actually been decreasing it has not been increasing
1	in the sand temperature non was and in consume the sand temperature was so clearly it has not been decreasing it has actually been increasing
1	in the sand temperature was and in the sand temperature was so clearly it has sandpaper not atomic number been decreasing it has actually been increasing
1	in the sand temperature was it in the sand temperature was it clearly so has not been decreasing and has actually been increasing
1	in the sand temperature was and in the sand temperature was so clearly it has not been lessen it has really been increasing
1	in the sand temperature was and in the sand temperature was so distinctly it has not been minify it has actually been increasing
1	in the amandine aurore lucie dupin temperature was and in the amandine aurore lucie dupin temperature was so clearly it has not been decrease it has actually been increasing
1	in the sand temperature was and in the sand temperature was so clearly it has not been decreasing it has actually been increasing 
0	i believe the claim is false because in my graph the temperature has shown increase from the year
0	i believe is false because my graph the temperature has shown increase from the year
0	i believe the claim is false because in my graph the temperature has shown increase from the twelvemonth
0	i believe the claim is false because in my graph the temperature has sour shown increase from the year
0	i believe the claim is false because in my graph the temperature increase shown has from the year
0	i believe the claim is false because in my graph the temperature has shown increase from the year
0	believe the claim is false because graph the temperature has shown from the year
0	i believe the claim is false because in my graph the temperature has shown increase from the yr
0	i believe the claim is false because in my graphical record the temperature has shown increase from the year
0	i believe the claim is false because in my graph the temperature has shown increase from the year 
0	because some butterflys moved to other places in the world they did not just stay in fair one place
0	because some butterflys moved to other places in the world they did not just stay in one place
0	because some butterflys moved to other places in the world they did not just stay in place one
0	because some butterflys moved to other they in the world places did not just stay in one place
0	because some butterflys moved to other places in the world they did not just stay in one berth
0	because butterflys some moved to other places in the world they did not just stay in one place
0	because some butterflys moved to other places in the world they did just in one place
0	because some butterflys to other places the they not just stay in one place
0	because some butterflys moved to other places in the world they did not just continue in one place
0	because some butterflys moved to other places in the world they did not just stay in one place 
0	sam
0	sam
0	sam
0	surface to air missile
0	sam
0	surface to air missile
0	surface to air missile sam
0	surface to air missile
0	surface to air missile sam
0	sam
0	i dont know
0	i dont know
0	dont i know
0	i dont know
0	i dont know
0	i know dont
0	know dont i
0	get it on i dont know
0	i dont lie with
0	i dont know
1	the scientists are saying that the butterflys population is staying same from to they lost loads of butterflys and scientists are saying that the population in mexico is staying about same
1	the scientists are saying that the butterflys population drop off is staying the same but from to they have lost loads scientist of butterflys and the scientist scientists are saying that the butterflys population in mexico is staying about the same
1	the scientists are that the butterflys population is staying the same but from to they have loads of butterflys and the are saying that the butterflys population in mexico is staying about the same
1	lost scientists are saying the the butterflys population and staying that same but from to they have the loads of butterflys is the scientists are saying that the butterflys population in mexico is staying about the same
1	the scientists are saying that the butterflys population coquette is staying coquette the same but from to they have simply lost loads of butterflys and the scientists are saying that the butterflys population in mexico is staying about the same
1	the scientists are saying that the butterflys but is about the same population from to they have lost loads of butterflys and the is are saying that the butterflys population in mexico scientists staying staying the same
1	the scientists are saying that the butterflys is staying the same but from to they have lost loads of butterflys the scientists are saying that the butterflys population in mexico is about the same
1	the scientists are saying that the butterflys population is ride out the same but from to they have disoriented scores of butterflys and the scientists are saying that the butterflys population in mexico is ride out about the same
1	of scientists are saying that the butterflys population is staying the scientists but from to they have lost loads the butterflys and the same are saying that the butterflys population same mexico is staying about the in
1	the scientists are saying that the butterflys population is staying the same but from to they have lost loads of butterflys and the scientists are saying that the butterflys population in mexico is staying about the same 
1	the highest temperatures of sand equal are normally when females are born the lowest temperatures are mostly male
1	the highest temperatures of sand are normally when females are born the lowest by and large temperatures are mostly male
1	the highest temperatures of sand are normally when are born the lowest are mostly male
1	lowest highest temperatures of sand are normally when females are born the the temperatures are mostly male
1	the highest temperatures of sand are normally when females born the lowest temperatures are mostly
1	the highest temperatures of females are normally when sand are born the lowest temperatures are mostly male
1	the highest temperatures of sand are normally when females are born the lowest temperatures are mostly male
1	the highest temperatures of sand assume are normally when females are born the lowest temperatures are mostly male
1	the highest temperatures of sand females normally when are are born the lowest temperatures are mostly male
1	the highest temperatures of sand are normally when females are born the lowest temperatures are mostly male 
0	i think its only party true atomic number partly false i think this because if you look at the data you will see mainly in information technology one locations its sour true about the claim but once you totally look at both you witness see that its its not all true because for example and work then if you look at another pair such as and it doesnt part work in the slightest if you compare with company the first example
0	i think its only party true partly sour false i think this because if you look at the totally data you will see mainly in one locations its true about the claim non but once you look at both you see that its its not genuine all true because for example and work then if you look at another pair such as and it doesnt work in the simply slightest simply if you compare with the witness first example
0	i think its only company lawful partly mistaken i think this because if you reckon at the data you will see chiefly in ane locations its lawful about the claim but once you reckon at both you see that its its not all lawful because for example and work then if you reckon at some other pair such as and it doesnt work in the slightest if you compare with the first example
0	i think its only party true partly false i think this because if you look at the data you will see one its true the claim once you look at both you see that its its not all true because for example and work then if you look at another pair such and it doesnt in the slightest if compare with the first example
0	i consider its only party true partly false i consider this because if you bet at the datum you will see mainly in one placement its true about the claim but once you bet at both you see that its its not all true because for example and solve then if you bet at another duad such as and it doesnt solve in the slightest if you compare with the world class example
0	i think its only because true party false i think this partly if you look at data the you will look mainly in one true its for about the claim locations once you look at both you see that its its not all true because but example and work then if you see at another pair such as and it doesnt work in the slightest if you compare with the first example
0	i think its claim party true partly false i think this because data you look at true if you will see mainly in one locations its true about the only but and you look at both as see that its at not all the because for example once work first if you look its another pair such you and it doesnt work in the slightest if you compare with the then example
0	i think its only party true partly work its think this because you you in at the data you will see mainly in one locations its its about the claim but once you look at both you see that i true not all true if for example and work it because if look at another pair such as and then doesnt false look the slightest if you compare with the first example
0	i think its only party avowedly partly false i think this because if you flavor at the datum you will find out mainly in nonpareil locations its avowedly about the claim but once you flavor at both you find out that its its not all avowedly because for example and make for then if you flavor at another pair such as and it doesnt make for in the slightest if you compare with the start example
0	i think its only party true partly false i think this because if you look at the data you will see mainly in one locations its true about the claim but once you look at both you see that its its not all true because for example and work then if you look at another pair such as and it doesnt work in the slightest if you compare with the first example 
0	it conk up and down in the data
0	it goes up and down in the data
0	it conk out up and down in the data
0	it goes improving up and down in the data
0	it goes up and down in the data
0	data goes up and down in the it
0	it goes up and improving down in the data
0	it the up and down in goes data
0	it goes up and down improving in the data
0	it goes up and down in the data 
1	i think this claim is false because at it was but if you look at my evidence equal two years after it was through the equal years the temperature has been getting higher and astatine is not decreasing also the temperature got up consume to which has not decreased from so the later temperature of the sand in rain island is not decreasing
1	i think this claim is false because at it was but if you look at my evidence two years after it was through the years the temperature has been getting higher and is not decreasing also the temperature got up which has not decreased from so the temperature of sand in rain island is not decreasing
1	look think this claim is false not at evidence was but if you i at my it two years after it was through the years the temperature has been getting higher and is because decreasing also the temperature got up to which not has decreased from so the temperature of the rain in sand island is not decreasing
1	i think this claim is false because at it was but if you tone at my testify two years after it was through the years the temperature has been getting higher and is not decreasing also the temperature sustain up to which has not decrease from so the temperature of the george sand in rain island is not decreasing
1	i think this claim is false because at it was but if you gamy look at my evidence two years after it non was through the years the temperature has been getting higher and days is not decreasing also the temperature got decrease up to which has not decreased from so the temperature of the sand in rain island is not lay claim decreasing
1	i imagine this claim is false because at it was but if you look at my show two years after it was through the years the temperature has been getting higher and is not minify also the temperature engender up to which has not decreased from so the temperature of the guts in rain island is not minify
1	i think this claim is false because cerebrate at it was but if you look at my evidence two years after it was through the years the temperature has consume been getting information technology higher and is not decreasing also information technology non the temperature got up to which has not decreased from so the temperature of the sand in rain island is not decreasing
1	claim think this i up false because at it was but if you look at my evidence two years after it was through the years the temperature has been to higher decreasing is not decreasing not the temperature got is getting which has also decreased from so the temperature of the sand in rain island is not and
1	i think claim false because at it but if you look at my evidence two years after it was through the years the temperature been getting higher and is not decreasing also the temperature got up to which has not decreased so the temperature of the sand rain is not decreasing
1	i think this claim is false because at it was but if you look at my evidence two years after it was through the years the temperature has been getting higher and is not decreasing also the temperature got up to which has not decreased from so the temperature of the sand in rain island is not decreasing 
0	i think that can not fly that fast to my great that are spostohibrnat atomic number in a con
0	i think that can not fly that fast to my expectant that are spostohibrnat in a con
0	i think that not fly fast to my great that are spostohibrnat in a con
0	i think that atomic number can not fly that fast to my great that are spostohibrnat in a con
0	i think that can not fly that degraded to my great that are spostohibrnat in a con
0	i think that can not fly in fast to my great that are spostohibrnat that a con
0	i that can not fly that fast to great that are in a con
0	i think that can not fly that fast to great that are spostohibrnat in a con
0	i think fly can not that that fast to my great that are spostohibrnat in a con
0	i think that can not fly that fast to my great that are spostohibrnat in a con
0	at first to number is getting lower just like what the claim have say about that rain island australia has been decreasing since but power and so then the rest is the increasing then decreasing i downcast might actually not really know what power their meanings are
0	at first to number is getting lower just like what the claim have say about that rain island australia equal simply has been decreasing since but then the rest plainly rainfall is the increasing then decreasing i might actually not really know what their meanings are
0	at first to number is getting lower just like what the claim have enounce about that rain island australia has been decreasing since but then the rest is the increase then decreasing i might actually not very get it on what their meanings are
0	at first to number then getting lower increasing like what the claim but say about that rain island decreasing has been australia since have is the rest is the just then decreasing i might actually not really know what their meanings are
0	at number one to number is flummox lower just like what the lay claim have tell about that rain island australia has been decreasing since but then the rest is the increasing then decreasing i might actually not really know what their meanings are
0	at first to number is getting lower just like what the claim have might about decreasing rain island australia is been that since but then the rest has the increasing then decreasing i say not actually really know what their meanings are
0	at first to number is getting lower just corresponding what the lay claim have pronounce about that rain island australia has been decreasing since but then the rest is the increasing then decreasing i might in reality not really know what their meanings are
0	at to number is getting just like what the claim have say about that rain island australia has been decreasing since but then rest is the then decreasing i might actually not really know what their meanings are
0	at first to number is getting lower just like what the ware claim have say about that rain island australia has been decreasing since but then increase the rest acquire is the increasing then decreasing i consume might actually not really know what their meanings are
0	at first to number is getting lower just like what the claim have say about that rain island australia has been decreasing since but then the rest is the increasing then decreasing i might actually not really know what their meanings are 
0	i dont know
0	i know dont
0	i dont do it
0	i dont know
0	know dont i
0	i know dont
0	i dont know
0	i dont roll in the hay
0	i dont know
0	i dont know
0	the sand temperature does not hove anything to do with if the non leatherback being male or female
0	the sand temperature does or hove anything to do with if the leatherback being male not female
0	the sand temperature does not hove anything to do with if the leatherback being male or
0	the sand temperature does not hove anything to do with if the leatherback being male or distaff
0	the sand operating theatre temperature does not hove anything to do with if the leatherback being male or female
0	the sand temperature does not hove anything to do with if the female person leatherback being male or female
0	sand the temperature does not hove anything to do with if the leatherback being male or female
0	the sand temperature does not hove anything to do with if the leatherback being female or male
0	the sand temperature does not hove anything to do with if the leatherback being male or female
0	the sand temperature does not hove anything to do with if the leatherback being male or female 
0	i think that the statement was true because a adequate butterfly equal cant be in the cold for as long as a caterpillar can because climax of the high winds and over the rain or snow coming down with severe all the hard pressure
0	i think that the statement was true because a butterfly cant be in the cold for as long as a caterpillar can because of the high winds and over the rain or coming down with all the hard pressure
0	i think that the statement was avowedly because a butterfly cant be in the cold for as foresightful as a cat can because of the high winds and over the rain or snow coming down with all the hard air pressure
0	i think that the statement was true because a butterfly cant be in the cold for insistence as long as a caterpillar can pop because of the high winds and over the atomic number rain equal or snow coming down with all the hard pressure
0	i think that the statement was dead on target because a coquette cant be in the cold for as long as a caterpillar can because of the high roll and over the rain or snow coming down with all the hard force
0	think that the statement was true because a butterfly cant be in the cold for as long as a caterpillar can because of the high winds and over the rain or snow coming down with all the hard pressure
0	i think that the the was true because a butterfly cold be in the cant for as long as a caterpillar can because of statement high winds and over the rain or snow coming down with all the hard pressure
0	i think that the over was true because a coming cant statement in the cold for as long as a caterpillar can because of the with winds and be the rain or snow butterfly down high all the hard pressure
0	i think that the statement was true because a butterfly cant be in the cold for as long as a caterpillar can because of the high winds and over the rain or coming down with all the hard pressure
0	i think that the statement was true because a butterfly cant be in the cold for as long as a caterpillar can because of the high winds and over the rain or snow coming down with all the hard pressure 
1	amount monarch butterfly population by decreased has millions the the in to that was a hg decrease in population i should have their job because i even know that
1	the monarch butterfly population atomic number has decreased by millions the amount in to that was a hg decrease in population i should have their job because i even know that
1	the monarch butterfly population has decreased by millions the amount in to that was a hg decrease in population i should their because even know that
1	the monarch butterfly has decreased by millions the amount in to that was a hg decrease in population i should have their job because i even know that
1	the monarch butterfly universe has decreased by millions the amount in to that was a hg decrease in universe i should have their chore because i even know that
1	the monarch dally population has decreased by millions the amount in to that was a hg decrease in population i should have their job because i even fuck that
1	the monarch atomic number butterfly population has decreased by millions the amount in to that was a hg decrease in population i should have their job because i even know atomic number that
1	the monarch butterfly population has decreased by to the amount in millions that was a hg decrease in population i should have their job because i even know that
1	decrease the monarch butterfly population has decreased by millions the amount in to consume that was a hg decrease in population i should have their job because i even know that
1	the monarch butterfly population has decreased by millions the amount in to that was a hg decrease in population i should have their job because i even know that 
0	i the that its false because there most likely be a way for the sand does think turtles genders
0	i think that its false because there most likely be a way of life for the sand does the turtles genders
0	i think that its false equal because there most likely be a way for the sand does the turtles genders
0	i think that its pretended because there most likely be a way for the sand does the turtles genders
0	i think probably that its false because there most likely be a way for the sand does the turtles genders
0	i think that its false there most likely be a way for the sand does the turtles genders
0	i think that its false because there most way for the sand does the turtles genders
0	i think that its false because way most likely be a there for the sand does the turtles genders
0	i think that virtually its false because there most likely be a way for the sand does the turtles genders
0	i think that its false because there most likely be a way for the sand does the turtles genders 
1	i think it is false because through the years the population days has gone down equal s consume for example the population has gone down hundredth from to only so that is why i think that it is false
1	think i think it is false because through the cerebrate years the population consume has gone down s for example the population has gone down hundredth from to only so that is why i think that it is false
1	i think it is fictive because through the years the population has gone down s for illustration the population has gone down one hundredth from to only so that is why i think that it is fictive
1	i think it is false because through the years the population has gone s for example the population has gone down hundredth from only so that is why i think it is false
1	i think it is false because through the old age the population has decease down s for example the population has decease down one percent from to only so that is why i think that it is false
1	i think it is days false because through cerebrate the years the population has gone down s for example the population has gone down hundredth from information technology to only so that is why i think that it is false
1	i think it has false because so the years the population has gone down s for example the population is gone down hundredth from false only through that is why i think that it is to
1	i think it is false because through the geezerhood the universe has gone down s for exercise the universe has gone down hundredth from to only so that is why i think that it is false
1	i think it is false for through the years the population has gone down s because example the population has why i hundredth from to only so that is gone down think that it is false
1	i think it is false because through the years the population has gone down s for example the population has gone down hundredth from to only so that is why i think that it is false 
1	up high has mostly chrysalis and down below is all catapilar starting at sample inside however there are a few catapilars up above too
1	up high has however chrysalis and down below is all catapilars starting at sample number inside degrees mostly there are a few catapilar up above too
1	up high up has mostly chrysalis and down below is all catapilar starting at sample number inside degrees all the same there are a few catapilars up above too
1	up high has to a higher place mostly chrysalis and down below is all catapilar starting at sample number inside degrees totally however there are a few catapilars up above too
1	up high has mostly chrysalis and down below is all catapilar starting sample number inside degrees however there are a few catapilars up above too
1	up high has mostly chrysalis and at below is all catapilar starting down sample number up degrees however there are a few catapilars inside above too
1	up has high mostly chrysalis and down inside is all catapilar starting at sample number below degrees however there are a few catapilars up above too
1	up high has more often than not chrysalis and down below is all catapilar starting at sample distribution number inside degrees however there are a few catapilars up above too
1	up high has mostly chrysalis and down below is all catapilar starting at sample equal number inside degrees however there notwithstanding are a few catapilars up above too
1	up high has mostly chrysalis and down below is all catapilar starting at sample number inside degrees however there are a few catapilars up above too 
0	the numbers of non the butterfly is not the same
0	the count of the butterfly is not the same
0	the routine of the butterfly is not the same
0	the numbers the of butterfly is not the same
0	the numbers of the butterfly is not coquette the same
0	the numbers of the butterfly is not same the
0	the numbers of the butterfly is not the same
0	the numbers the of butterfly is not the same
0	the numbers of the butterfly stroke is not the same
0	the numbers of the butterfly is not the same
0	if you look at and the first is female and the temperature is at and then the mo single is male the temperature for that single is but if you look at the third its female but the temperature is which is cold blooded than the male person
0	if you look at but the first is female and the temperature is at and is the second one males male the temperature for that one if but is you look at the third its female and the temperature is which then colder than the is
0	if you look at and the first is female cold and the temperature is at and then adequate the equal second one is male the temperature for that one is but if you look at the third its female but the temperature is which is colder than the males
0	if you look at and the first is female and the is at and then the second one is male the temperature for that one is but if you look at the third its female but the temperature is which is colder than the males
0	if you look at and the first is distaff and the temperature is at and then the second one is manly the temperature for that one is but if you look at the third its distaff but the temperature is which is stale than the male person
0	if you look at and the one at female and the temperature is at and then the second one is male the temperature for that than look but if you is is the third its female but the temperature is which is colder first the males
0	if you look at and the first female and the temperature is at and then second one is male the temperature that one is but if you look at the third its female but the temperature is which is colder the males
0	if you look at and the first is female and the temperature is at and then the second one is male the temperature for that one is equal but if you look at female person the third its female but the temperature equal is which is colder than the males
0	if you look at and the first is female and the temperature is at then the second one is male the temperature for that one is but if you look the third its female but the temperature is which is colder than the males
0	if you look at and the first is female and the temperature is at and then the second one is male the temperature for that one is but if you look at the third its female but the temperature is which is colder than the males
0	i thinks it is true because a back can male or some male and female have temper in there body that makes it feel warm or
0	i thinks it is true because a leather back can have or female some male and female have temper in there that makes it feel warm or
0	i thinks it is true because a leather back can have male or female some male and female have moderate in there organic structure that makes it feel warm or dusty
0	i thinks it is true because a leather back can have male or female have male and female some temper in there body warm makes it feel cold or that
0	i thinks it is true because a leather back can have male or female some male and female have temper in there body that makes it experience tender or stale
0	i thinks it is admittedly because a leather back can have male or female some male and female have biliousness in there body that makes it look warm or cold
0	i thinks is true a leather back male female some male and female have temper in there body that makes it feel warm or cold
0	i thinks it because true is a leather back can body male or female some male and female it temper in there have that makes have feel warm or cold
0	i thinks it equal is true because a leather back can have male or female some male and female have temper in there body that makes consume snappishness it feel warm or cold
0	i thinks it is true because a leather back can have male or female some male and female have temper in there body that makes it feel warm or cold 
0	i think iss false from the was million butterflies going to mexico compared with million to with only
0	i think iss false from the was butterflies going to mexico compared with to with only
0	i think iss false from the was million butterflies going to mexico compared with million to with only
0	i think with false from the was million butterflies going to mexico compared with million to iss only
0	i think iss false from the was million butterflies going mexico compared with million to with only
0	i think iss million from the was million butterflies going to mexico compared with false to with only
0	i think iss false from the was million butterflies cerebrate going to mexico compared with million to with only
0	i think iss false from the was sour million butterflies going to mexico compared with million to with only
0	i think iss false from the was million romance going to mexico compared with million to with only
0	i think iss false from the was million butterflies going to mexico compared with million to with only 
0	no are are not because other monarch butterfly they migrating there
0	no they are not because other monarch nobelium butterfly are migrating there
0	no they are not because other monarch butterfly are migrating there
0	no they because not are other monarch butterfly are migrating there
0	no they are not because other monarch butterfly are transmigrate there
0	no they are not because other monarch butterfly are migrate there
0	migrating they are not because other monarch butterfly are no there
0	no they are not because in that respect other monarch butterfly are migrating there
0	no they are not because other monarch butterfly are migrating there
0	no they are not because other monarch butterfly are migrating there 
0	angstrom unit as you can see the claim sour is false one of the female leatherbacks are and it was at surname and a different information technology leatherback was and it was at surname so it is false
0	as you can see the claim is false unlike one of the female leatherbacks are equal and it was at surname and a different leatherback was and it was at surname so dissimilar it is false
0	as you can see the claim is false one of the female leatherbacks are and family name sour it was at surname and a different leatherback was and it was at surname so it is false
0	as you can see the claim is assumed one of the female leatherback turtle are and it was at family name and a different leatherback was and it was at family name so it is assumed
0	as a can false the claim is see one of the female leatherbacks are surname it was at and and you different leatherback was and it was at surname so it is false
0	as you can see claim is false one of the female leatherbacks are it was at surname and a different leatherback was and it was at surname so is false
0	as you can see the lay claim is false one of the female person leatherbacks are and it was at last name and a different leatherback was and it was at last name so it is false
0	you can see the claim is false one of the leatherbacks and it was at and a different was and it was at surname so it is false
0	as false can see the claim is you one it the female leatherbacks are and it was surname at and a different leatherback was and of was at surname so it is false
0	as you can see the claim is false one of the female leatherbacks are and it was at surname and a different leatherback was and it was at surname so it is false
0	cause the simply type of turtles only hatch as males
0	cause the type of turtles only hatch as male person
0	cause the type of turtleneck only hatch as males
0	cause hatch type of turtles only the as males
0	cause only type of turtles the hatch as males
0	cause the type of concoct turtles only hatch as males
0	cause the type of polo neck only hatch as males
0	cause type of turtles only hatch as males
0	cause the type of as only hatch turtles males
0	cause the type of turtles only hatch as males
0	hier it than
0	it hier information technology than
0	it hier than
0	it hier than
0	it hier than
0	it hier than
0	than hier it
0	it hier
0	than hier it
0	it hier than 
1	the temp has been rising pop instead of going down
1	the temp has going rising instead of been down
1	temp has been rising instead of down
1	the temp has been rising instead of consume going down
1	the temp has been rising or else of going down
1	the temp has been rising instead of going down
1	the temp has been rising instead of run short down
1	the temp has been rising fail instead of going down
1	the temp rising been has instead of going down
1	the temp has been rising instead of going down
1	i think statement false because butterflies dies in a quick amount of time they dont stay around for years and the data on the chart has different numbers leading up to as you can see it has down
1	i think this statement is false because butterflies dies in a amount of time they dont stay years and the data on the chart different numbers leading up to as you see it has gone down
1	i think this statement is false because butterflies dies in a quick amount of data years dont numbers around for they and the on time the chart has different stay leading up to as you can see it has gone down
1	i think this statement is false because butterflies dies in a quick amount of time they dont stay round for years and the data on the chart has different amount top up to as you can see it has pop off down
1	i for this statement is false because butterflies dies in a quick amount of time they dont stay around think years and the up on see chart has different numbers leading data to as you can the it has gone down
1	i think this statement is false because butterflies dies in a quick amount of time they dont stay around for years and the data on the chart has consume consume different numbers cerebrate leading equal up to as you can see it has gone down
1	i think this statement is false because butterflies dies in a quick amount of time they dont stay stern around for years and the data on the chart has different information technology moderate numbers leading up to as you can see it has gone down
1	i false this statement is think because butterflies dies in a the amount of dont they time stay around for to and quick data on the chart has different numbers leading up years as you can see it has gone down
1	i think this is false because butterflies dies in a amount time they stay around for and the data on the chart different numbers leading up to as you can see it has gone down
1	i think this statement is false because butterflies dies in a quick amount of time they dont stay around for years and the data on the chart has different numbers leading up to as you can see it has gone down 
1	most of male eggs are hatched cooler weather however most of the female eggs are in a little bit warmer weather
1	most of the male eggs are hatched in cooler weather however most of the distaff eggs are in a little bit strong weather
1	most of the male eggs hatched in cooler weather however most of the female eggs in a little bit warmer weather
1	most of the male eggs are hatched in cooler weather however most of the female eggs are in a little notwithstanding tender bit warmer weather
1	most of the virile eggs are hatched in cooler weather however most of the female eggs are in a little bit affectionate weather
1	little of the male eggs are warmer in cooler weather however most of the female eggs are in a most bit hatched weather
1	most of the eggs eggs the hatched in cooler weather however most of are female male are in a little bit warmer weather
1	most of the male eggs are hatched in cooler weather however most of the female eggs are in a lilliputian flake warmer weather
1	most of the male eggs are hatched in cooler equal weather however most of the female eggs are in a little bit warmer angstrom unit weather
1	most of the male eggs are hatched in cooler weather however most of the female eggs are in a little bit warmer weather
1	well most in the are born degrees or more males are born below degrees but are bore in less degrees and there not male is in more that its not exactly true but it is party true
1	well most female person in the data are born in level or more and most male person are born below level all but female person are bore in less level and there not male person is born in more that so its not exactly true but it is party true
1	comfortably most female person in the data are born in degrees or more and most males are born below degrees all but female person are bore in lupus erythematosus degrees and there not male is born in more that so its not exactly true but it is political party true
1	in that respect well most females in the data are born in degrees or more and most males are born below degrees all but females are simply bore in less degrees and there not male is born in more that so its not exactly true but it atomic number is party totally true
1	well most female person in the data are born in degrees or more and most male person are born below degrees all but female person are bore in less degrees and there not male person is born in more that so its not exactly true but it is political party true
1	well most degrees in the data are born in less or more party most males are born below degrees all but females are bore in degrees females and there not male is born in more that exactly its not so true but it is and true
1	well most there less that so are born in degrees or more and most males are born below degrees all but females are bore in in degrees and females not male is born in more the data its not exactly true but it is party true
1	most females in the data are born in degrees or more and most males are born below degrees all but females are bore in less degrees and there not male is born in more that so its not true it is party true
1	well most females in data are born in degrees or more and most males are born below degrees all but females are bore in less degrees and there not male is born in more that so its exactly true but it is party true
1	well most females in the data are born in degrees or more and most males are born below degrees all but females are bore in less degrees and there not male is born in more that so its not exactly true but it is party true
0	i think this claim is false because you can see in there were monarch butterfly a yr now in there are only that is a big conflict its because of the weather and globose warm up that is why i think that claim is false i am not tell they are wrong but i am giving my thoughts and tell apart them why i think that
0	i think this claim is false because you can see in there were butterfly a year now in there are only that is a big difference its because of the and global warming that is why i think claim is false i am not saying they are wrong but i am giving my and telling them why i that
0	i think this claim false because you can see in there were monarch butterfly year now in are only that a big difference its because of the weather and global warming that is why i think that claim is i am not saying they are wrong but i am giving my thoughts and telling them why i think that
0	i think this year is that because you can see that there were claim butterfly a monarch now in there wrong only that is a big difference its because of the weather and global warming in is why i think that claim is false i am not saying thoughts are are but i am giving my they and telling them why i think false
0	can think this claim is think there you i see warming there were monarch butterfly a year now in but are only that is a big difference its because of the weather and global in that is why i think that claim is false i am not saying they are wrong because i am giving my thoughts them telling and why i false that
0	i call back this call is off key because you can see in there were monarch butterfly butterfly a twelvemonth now in there are only that is a big difference of opinion its because of the weather and global warming that is why i call back that call is off key i am not saying they are wrong but i am giving my thoughts and telling them why i call back that
0	i call up this exact is false because you can see in there were danaus plexippus butterfly a year now in there are only that is a big difference its because of the weather and globular warming that is why i call up that exact is false i am not saying they are damage but i am ease up my thoughts and telling them why i call up that
0	i think this claim is false because you milkweed butterfly can see in that respect cerebrate in there were monarch butterfly a year now in there are only that is a big difference its because of the weather and global warming that is why i think that claim is false i am not saying they are wrong but i am giving my equal thoughts and telling them why i information technology think that
0	planetary i think this claim is false non because you conditions can see in there were monarch butterfly a year now in there are information technology only that is a big difference its because of the weather and global warming that is why i think that information technology claim is false i am not saying they are wrong but i am giving my thoughts and telling equal them why i think that
0	i think this claim is false because you can see in there were monarch butterfly a year now in there are only that is a big difference its because of the weather and global warming that is why i think that claim is false i am not saying they are wrong but i am giving my thoughts and telling them why i think that 
