StudentID,StoryID,ClaimNum,NoteTrend,Claim
24465223,0,1,0,because if the temperature change  will efeck\nit and it will not think it is clam.
24465223,0,2,0,in mexioco the count of marnark buttr flys stay the same because it is always worm there\n
24465231,0,1,1,"For the first 2 data reports, both ""butterflies"" were outside. 2\'s butterfly was outside in warmer weather, and was a chrysalis already. 1\'s butterfly\'s was in a cooler weather than 2 so warmer weather does speed up the life cycle of a butterfly."
24465231,0,2,1,"As you can see in the data...over the years the butterfly population in Mexico has changed. There were way more butterflies in the 90's. in the 2000's the numbers died down , but in the early and late 2010's it slowly started rising again."
24465255,0,1,0,I think That It's Partly true And Partly False Because When You Look At the chart it Kinda Changes The form By tempature But it Kinda Doesn't.
24465255,0,2,1,Because when You Look At Them It starts at 909.50 and goes all the way down to 33.50. So It Dropped Very Low When through the years.
24465260,10,1,1,I think this is true because if you look at the temperatures \n84 degrees and up are all females and if you look at the male temperatures they are all 86 and under.
24465260,10,2,1,If you look at the years under the year 2000 they have all smaller temperatures than the sand in the 2000's. So that means that the temperature increased actually.
24465276,10,1,0,As you can see the claim is false one of the female leatherbacks are 82.45 and it was at suriname and a difrent leatherback was 86.97 and it was at suriname so it is false
24465276,10,2,0,as you see the years to 1960 to 2016 the 1960 is at 84.56\nbut the 2016 is at 85.57 so it is false\n
24465293,10,1,0,i think that because they can both be man or femal
24465293,10,2,0,because the heat goes upbut it also goes low\n
25416110,0,1,0,"The data shows the caterpillars are turning into chrysalis at certain temperatures without supplying anymore info. How much did they eat? What did they eat? Where did they live? When did they eat? Were they sick? There's a lot more that we would need to know in order to tell. There are indoor caterpillars that turned in to chrysalis, but outdoor caterpillars, too. For all we know, the outdoor ones could be more productive out in the wild, and the indoor ones may just be fed and lazy."
25416110,0,2,0,"In 2013, the population was 33.50 million, but in 1998, it was almost 30 times that! Not much more to say."
25416116,0,1,0,"I think its partly true and partly false Because, it depends where they are like if there  Africa i could be jest right or too hot or in Maine it could be to cold that's why they go away for the winter. They go the warmer climits when there climit is too cold. That's why I think its partly true and partly false."
25416116,0,2,1,"I think false because, They been going down in the last few years. Also when it gose down also the year is too so this shows something to do with us! Thats why I think its False."
25416119,0,1,0,The reason why is because heat can change how will it gose thought it's cycle because it can shevle up and it could die in the cold due to the tempture drop.
25416119,0,2,0,i think that it is parlty true and partly false. i think this because even though it is about the same  dosen't mean that it did not drop before.
25416120,0,1,0,the temperature does not seem to affect the butterfly's life cycle.
25416120,0,2,1,its not the same. the population has jumped around but has gotten smaller. it slowly gets smaller.
25416124,10,1,1,I think it is true because in the data the lower temperature the more males and the higher temperature the more females.
25416124,10,2,0,it has been decreasing but not very fast.
25416144,0,1,1,"If you look at the temperatures from lowest to highest, you see that all the lowest temperatures say caterpillar and the higher temperatures say chrysalis. This shows that the temperature of the habitat affects how quickly monarch butterfly's life cycle stages change."
25416144,0,2,0,"In my graph, the dots representing the number of butterflies are scattered all over the place, definitely not the same. This proves that the claim is false."
25416146,10,1,0,I don't think that the temperature affects there gender because they were already made in the costumier of the turtle. So if I was in my moms costumier and it was hot I don't think that would affect my gender. But this is a hole different animal. But its not able to switch its gender.\nA mom cant just say i want a girl. that's not possible.
25416146,10,2,1,there has been forest fires in Australia. its been alot hotter there since before the fire
25416147,10,1,1,"Most of the male eggs are hatched in cooler weather, however most of the female eggs are in a little bit warmer weather"
25416147,10,2,0,The weather is not going down. I know that because in 2002 it was just about the same tempature as it was in 2012.
25416149,0,1,0,i think it is true because if there cocoon is frozen then they can't be changing and there stages of becoming a butterfly.That's why i think the temperature matters in a butterfly's habitat.
25416149,0,2,1,i think it's false because it says they started tracking in 1993 and from 1993 to 2013 the population has gone down instead of staying the same it went from 909 million to 33 million.This is why i think that the monarch butterfly's population didn't stay the same.
25416155,10,1,0,it does not madder about the weather. It just madders what the turtle gave birth to in the eggs.
25416155,10,2,0,It could be because of rain and the temp in the air around the sand that makes the sand colder. its defiantly going down.
25416156,10,1,1,Lots of the turtles that were raised in a cooler environment were males. A piece of evidence is from 80.60 to 83.85 are all males. The females are manly in the group with higher temperature. For example from 85.42 to 88.08 are all females.
25416156,10,2,1,I think the claim is false because in 1960 the temperature was 84.66 on Raine island. Over 58 years it has increased and decreased but in 2018 it has gone up to 85.67.
25416180,0,1,0,Becuase if its cold the monarch will die becuse it does not have much fat on it so if will freeze to death
25416180,0,2,0,Because more and more butterflies come there each year.
25416186,10,1,0,"if you look at 1,2,and 3 the first is female and the temperature is at 85.80 and then the second one is male the temperature for that one is 85.04 but if you look at the third its female but the temperature is 84.77 which is colder than the males"
25416186,10,2,0,if you look at sample 6 in 1962 the temperature is at 85.10 but then if you look at sample 27 in 2014 its at 88.18
25416201,10,1,1,"I think it is partly true and partly false because most of the sand that was 85 or higher were females, and most of the sand that 85 or lower were males. It isn't like this through the whole thing."
25416201,10,2,1,"I think this claim is false because if you look at the evidence you see that it has barely going up, and it has stayed in the 80's for most of the years."
25416204,10,1,0,because the male turtles have to stay safe and if we are being honest i don't remember the question
25416204,10,2,0,This is hipping because of the forest fires and polotchipon\nthat has been happening for years
25416205,0,1,0,"sometimes it did turn into a chrysalis, and sometimes it didn't. Iv'e heard that it depends how much food it has."
25416205,0,2,0,The number (in millions) goes up every year. that is NOT staying at around the same number.
25416207,10,1,1,"If your looking at the chart, the females temperature is much higher than the males but, some of the temperatures are the same for both the genders. Thats why I think its partly true."
25416207,10,2,0,"If your looking at the chart, all the temperatures are around 83,85, and 84. Which means they haven't been decreasing at all."
25416211,0,1,1,"when it was cold outside they were mostly still caterpillars. I also saw that some of them were inside witch I think has effected how they grew to be butterflies because it was warmer inside then outside some days,  I think that may of effected how they grew."
25416211,0,2,0,When the years went by the monarch butter flies population goes up little by little. so that means the population did not stay the same.
25416214,10,1,1,"When you sort the data from low to high,you can clearly see that the claim is partly true. On the lower side of the chart, it is only male but in the middle some of the temps. Run up to 85.19 dagress. Which was uncommen for the sex. Wich is why only part of the claim is true."
25416214,10,2,1,"In the data if we take the oldest date and the newest date, we will see that the water is accutaully is incressing."
25416231,0,1,1,because when in the higher temperatures the insect is mostly in the caterpillar stage and when it's in the lower temp they're mostly in the chrysalis stage but in some parts of the table that is not true.
25416231,0,2,1,every year since 1996 the monarch butterfly population has gone down every time a new year comes so the butterfly population cannot be the same if in 1996 909.50 million butterflies and the in 2013 there are only 33.50 million they have gone down by about 878 million
25416288,10,1,0,Sea turtles are kinda the same as people. When they are born the heat doesn't change the gender. For ex: Sample number 3 and 16 They both have 84 as there temperature but one is female and one is male. It depends on if the father gave that egg the X or Y in the chromosomes.
25416288,10,2,1,In 1962 the temperature was at 85.10 degrees. and you keep going up in years the temperature goes up and down depending on the weather. In 2008 the temperature was at 85.21. That is a increase if anything in the temperature. it was a 0.11 increase in heat.
25416293,10,1,0,I think this is false because they are all different temperatures and one of the males temperature is 84.98 and a females is 84.20 so those are almost the same temperature so it does not matter.
25416293,10,2,0,I think it is not changing because they are all different and all over the place with the temperature\n
25416310,0,1,1,The temperature of the monarch butterfly's habitat can kind of affect how fast they change if the conditions are to hot they might form faster than if the conditions were cooler. the butterfly's can sometimes be in the sand and if they are lower in the sand they wont get as hot but  the higher up they are in the sand the hotter they will get and might form faster. if they are i sand they can change all kinds of speeds but it can all depends on where they are in the sand.
25416310,0,2,1,The scientists are saying that the butterfly's population is staying the same but from 1996 to 2013 they have lost loads of butterfly's and the scientists are saying that the butterfly's population in Mexico is staying about the same.
25416312,10,1,1,I said what I said because of males where more cornily born in colder places
25416312,10,2,0,because of their ar fewer turtles
25416318,0,1,0,"because if its to cold it might freeze, killing the butterfly, and if its to warm or hot it could die of exhaustion or it could over-heat causing the stages of a butterfly to slow down."
25416318,0,2,0,because over the years the count of butterfly's in mexico had increased and decreased alot
25416320,0,1,0,I think its false because if stage 3 froze than i will take more time to unfreeze.
25416320,0,2,0,I think is true its because the monarch butterflies like it warn in Mexico.
25416321,10,1,0,The temperature of the sand shouldn't affect the eggs because when you look at your data table you can see there is no clear pattern for the temperatures to prove that there is a way for the temperature to affect whether leatherback eggs are hatch as male or female.
25416321,10,2,0,I think this is true because the data table shows that the temperature was decreasing lower and lower each time they tested it.
25416324,10,1,1,higher the tempeature the more females hatched
25416324,10,2,0,the temperature is always within 2 degrees\n
25416330,10,1,0,i think its true because the temperature affects whether leatherback eggs hack then they will die
25416330,10,2,0,i think true because in australia they have rain and sun some times and i think that would affect them in australia
25416336,10,1,0,"I think it is false because the turtle born in Playa for example is a female that was born at a temperature of 85.80 degrees Fahrenheit and one of the males born in Playa is 84.98. There is also males, and females born in Suriname that are almost exactly the same temperature when they were born. In conclusion that is why i think that The sand temperature doesn't affect whether leatherback eggs hatch as a male or female.   \n\n\n\n\n\n\n\n\n\n\n\n\n\n\np"
25416336,10,2,0,I don't think the temperature of the sand in Raine Island has been decreasing because in the data it shows that the sand temperature from 1960 all the way up to 2012 has been in a five degree radious from eachother.
25416344,0,1,0,I think it is true because if it is cold it is harder for them to turn into a butterfly because it is so cold outside. Another example is if it is really hot outside then it would be hard for the crystal to change because it is so hot.
25416344,0,2,0,I think that it is true because they say every winter they migrate Mexico and they estimate the butterfly population every year sense 1993.
25416347,10,1,1,all the females are at a higher tem like 85 butt the males are lower like 80 but some males are at 85 too and some females are as low as 84
25416347,10,2,0,they went up 1 or 2 but some went down 1
25416352,10,1,0,a male was born i 86.54 temp
25416352,10,2,1,the temp is incresing
25416355,10,1,0,The thing I just read said that the eggs can change but nothing about weather effects the turtle eggs.
25416355,10,2,0,The report dos not say it decreases.
25416363,0,1,0,"I think this is true because the tempertature can effect how the butterfly can grow, also how fast it grows."
25416363,0,2,0,I think it is partly true because butterflys can stay the same but not that long. I also know that mexico has alot of butterflys.
25416386,10,1,0,because some eggs need to be incubated and stuff and some dot so maybe the sand can cause it to not you hatch it can take longer
25416386,10,2,0,because some places sand and stuff can be a different but idk if has been changeing
25416389,0,1,0,Because it takes time for it to go through the stages. The temperature could change it maybe a little bit but not a lot for it to change how quick the stages go by.
25416389,0,2,0,Because as the data shows from 1996 to 2013 the number of butterfly has gone down a big number. So what clam two is saying is that the numbers has stay the same but looking at the data you can see that is not true.
25976100,0,1,0,Different butterflies are at different stages and the temperature  has nothing to do with how fast the butterfly goes through the stages of its life.
25976100,0,2,0,The count of butterflies in mexico go down and up alot. This is due to the evidence on the chart. But mexico seems to have more butterflies in the late 90's. But in the closer years (like 2017 and 2016) they have a fair amount of monarch butterflies.
25976103,10,1,0,I think its only Party True / Partly False. I think this because if you look at the data you will see mainly in one locations its true about the claim but once you look at both you see that it's its not all true. Because for example #28 and #2 Work then if you look at another pair such as #22 and #26 it doesn't work in the slightest if you compare with the first example.
25976103,10,2,0,I think this is Partly True/Partly False because if you look at 1960 #24 the temperature is 84.56 F. Then in 1968 it decreases #14 to 83.75 F. So far its true but then in 1988 #5 it increases to 85.59 F and it really just keeps this process going over and over.
25976110,10,1,0,if the sand is hot it will eafeck the eggs
25976110,10,2,0,if it did rain since 1960 the sand will be wet
25976116,10,1,0,Claim: My claim is that the tempeture of the sea turtles eggs doesnt affect the gender. \nEvidence: In the data it doesn't neccarsily show weather or not the it makes a different of the gender on the types of sea turtles. For example the lowest tempeture. The highest temperture is 88.8 which is a female. The lowest temperture is 80.60 which is a male. Also in the data all the tempertures are mixed around it doesnt show anything like females are always hotter and males are colder and vice versa.\nReasoning: That is the reasoning why i do not think that the tempeture of the egg in the sand does not impact the gender of the sea turtle.
25976116,10,2,1,"I do not think it has been decreasing because the graph shows otherwise. The data shows the sand going higher from year to year. In 1960 the temporture of the sand was 84.56, and in 2016 (most resent year on graph) the sand was 85.57. So it was not decreasing at all it was actually increasing."
25976119,10,1,1,The temperature was higher for females.
25976119,10,2,1,The temperature was going up.
25976124,0,1,0,I think it is true because if this butterfly went some where really cold then i think it would affect how quickly it goes through their stages.
25976124,0,2,0,"I think it is kinda true that the population has stayed the same because in the summer i haven't seen alot of them but, their could be alot and i just don't see them so i think it is kinda true and kinda not true."
25976146,0,1,0,it goes up and down in the data.
25976146,0,2,0,you need to start at 1993 and count up till 2018
25976149,10,1,0,I think its partly true and partly false because some of the male and females have almost the same exact temperature and some of them have lower or higher temperatures so it can be either gender depending on the coldness or the warmth of the sand or the eggs.
25976149,10,2,0,I think its partly true because some of the years the temperature is colder than the other years 2002 is warmer then 2008 and 2010 because they are colder then the later years.
25976156,0,1,1,"My claim is that the temperature that a chrysalis is in depends on how fast it grows into an adult because, if the temperature is 50 that is not normal for a butterfly to grow in the average temperature is around 60 degrees Fahrenheit. So if it was 50 degrees it would be below what they are used to so it would grow slower."
25976156,0,2,1,"The highest count of butterfly was in 1996 and ever since then it has dropped rapidly over the past 17 years. And it has dropped by over 800 million, so it has not been staying the same."
25976160,10,1,1,i think is is true because the lowest for males to spawn is 80.60 temp and the lowest for females is 84.20 temp so the hotter the sand it will be a female the colder the sand is it going to be a male and that's why the sand temperature affects if it's a male or female
25976160,10,2,0,i think it is partly true and partly false because the temperature is dropping down and rising back up from the 1960 to the 2016
25976180,10,1,1,I think the sand temperature does affect whether the turtle is male or female according to the data chart any temperature under 85 degrees the egg hatches and it's a male any temperature above 85 when the egg hatches it's a female.
25976180,10,2,0,The temperatures have not been decreasing they have been staying around 85 degrees the coldest its been there is 84 degrees.
25976186,0,1,0,it is the same speed going throthe life sicel.
25976186,0,2,0,the tempocher stead the same
25976201,0,1,1,I think this claim is partly true because most of the the ones in the 60's are chrysalises and most of the 50's are not
25976201,0,2,0,i think this claim is false because This table jumps from 556.00 million to 109.50 million
25976204,0,1,1,"I think that it is partially true because it shows that the warmer the temperature the faster it will grow but, I believe this only goes for when the caterpillar is outside because it seems that when a caterpillar is inside it doesn't grow as quickly because  it's not in it's natural habitat."
25976204,0,2,0,I think that this is false because they say the population stays the same but it doesn't. The population is more scattered than same.
25976205,10,1,0,because there all in the 80 to 85 temperature so it cant be because of the temperature. Some of them are almost the same temperatures but there different genders.\n
25976205,10,2,0,because in 1960 the sand temperature was 84.56 and in and in 1972 it was 84.20
25976206,0,1,1,"I think this claim is true because when the monarch butterfly was outside and the temperature was at 56.84 it was only a caterpillar. But when a different monarch butterfly was also outside at a temperature of 59.54, it was already  in a chrysalis."
25976206,0,2,0,"I think this claim is wrong because in 1993 the population of monarch butterflies were at 311.50 million. But by 2003, the population has risen to 556.00 million. And by 2018 it went back down to 302.50. This is why I think the claim is false."
25976207,0,1,0,I think that  it is partly Fales cuz it lakes a long time to              \nbecome a butterfly..
25976207,0,2,0,They when to know how the lefe sikole goses so they keep track of the butterflys.
25976211,10,1,1,"When the sand temperature is hotter the eggs hatch as female, and when the sand is cooler the eggs hatch as male. For example, some of the male egg temperature were, 80.60, 82.45, and 83.25. But then some of the female temperatures were, 87.09, 88.08 and 86.54, so there is a big difference in those temperatures which means that the eggs hatch as female when the sand is hotter, and the eggs hatch as male when the sand is cooler."
25976211,10,2,0,The temperatures
25976214,0,1,0,"I think that the tempature can affect how fast the butterfly goes through it's life cycles because you don't want the temperature to be too hot or too cold, so I think that the outside was perfect tempature because if it was too hot the butterfly would probably not be able to grow as fast but you would want kind of hot so a little hotter then warm. You don't really want it to be that cold for a butterfly because then it won't grow fast you barely want any cold."
25976214,0,2,0,I think that the population has gone up by so much it has gone up by like 800 million
25976239,10,1,0,because the numbers jump all over the place from high to low.So it seems like it dosent matter what tempature it is
25976239,10,2,0,It is false because in 2002 it was 86.72 and in 2008 it was 15.21 but in 1964 it was 84.56\n
25976242,10,1,1,We believe the temperature of the sand does contribute to male or female eggs.  Male's were primarily hatched in the low 80's to 83 range.  Females were primarily hatched in the 85 - 88 range.
25976242,10,2,1,We believe this is false because since 1960 the temperatures have risen.
25976259,0,1,0,"The claim is false because one Monarch it grew up at 59.54 degrees, and it is in the 3rd stage of growing which is the chrysalis. While a Monarch who grew up in warmer temps at 63.14 degrees is at the same step in there life cycle the chrysalis. And that is why this claim is false"
25976259,0,2,1,The claim is false because in 1996 their where 909.5 million butterfly's in Mexico. But in 2008 the butterfly population has gone down to 253 million and it decreased from there. Until 2013 where there was only 33.5 million butterfly's in Mexico so it is pretty obvious that the claim is false because the butterfly population went down 876 million in 17 years.
25976271,10,1,1,The reason why is because the 8th sample was at Playa it was 80.67 degrees and it was a male and the 9th sample it was at the same place and the temperature was 84.20 and it was a female. So the warmer it is it is a female the colder it is it is a male. Every temperature that is over 84 degrees is a female every temperature that is under 84 degrees is a male.\n
25976271,10,2,0,Out of time
25976273,0,1,1,"I think true because if a monarch butterfly's habitat is cold then it  will not be able to transfer throw out all of the other stages in its life cycle, but if a monarch butterfly's habitat is warm then it will be able to transfer throw the stages. Just like if a human goes out side in the cold then the fluids inside of your body will not stay warm, but if you are inside and it is warm inside then the fluids in your body will keep running faster throw out your body."
25976273,0,2,0,the
25976274,10,1,1,"I believe that the female are born in the higher temperature than the males. The numbers on the board for females the highest is 87.09 for for the temp, but for the boys it's like 83.62 for the temp."
25976274,10,2,1,"in 1960 the temperature was 84.56, but in 2016 the temperature is 85.57. it is going just a little higher"
25976281,10,1,0,I think its false because male and female turtles were being born in 85 degrees.The same goes for 84 degrees.
25976281,10,2,0,i think this claim is false because in the 1962 the temperature was 85.10 degrees and in 2012 was 85.06. the temperature has only dropped 0.6 degrees in 52 years.
25976288,0,1,0,hi my name is ................
25976288,0,2,0,frghn
25976298,0,1,1,all of the chrysalis are 60 or above and all of the caterpillar are below 59
25976298,0,2,0,because in 1996 there was 909 and a half million and in 2013 there is only 33 and a half million
38986101,0,1,0,because It's mostly the same temperature.
38986101,0,2,0,The count in millions has changed a lot\n
38986102,10,1,0,because sea turtles are dieing we got to say those sea turtles
38986102,10,2,0,because if sea turtles don't have enough sand they can't burrie there eggs and if they do predators will get to them.
38986104,10,1,0,I believe that the sand temperature affects whether the leather back eggs hatch as a fem. or male.Because in the article it said that scientist sometimes collect the eggs and control the temp. and then check if they are a fem. or male.
38986104,10,2,0,I believe that the claim is false because on the chart in 1960 the temp.was 84.56 and the other years have had a lower temp.And other years the temp. has been higher.
38986111,10,1,1,"Yes this is true because I sorted the temps from low to high, and on average the lower temps were all male hatchlings. and the high temps were all female, so yes there is a corallation between sand temperature and the the gender of the eggs of leatherback turtles."
38986111,10,2,0,"because this is dumb and I don't want to do it, and so Im not going to try. and also the temperatur is literally changed by 1 degree !!!!!!!!"
38986112,0,1,0,"i don""t know"
38986112,0,2,0,the highest population was in 2006
38986112,10,1,0,i choose no because all sands are the same
38986112,10,2,0,the chart shows that its decreasing
38986114,0,1,0,because it will still be in the 50 or 60 degrees if it is outside or inide
38986114,0,2,0,It increses every year\n
38986123,0,1,0,It's True because it is the same thing but their are a little diference. They almost have the same patterns.
38986123,0,2,0,Yes it has because it's been at a constant migration of the protest of the change of the butterfly started at 2020 to 1996.
38986155,0,1,0,its false because we don't have enough information.
38986155,0,2,0,true because everything ranges from 0 to 900
38986174,10,1,0,No because there are all diffrent types of temetures and they are both female and male so this claim is false. They all are 80 degres or over.
38986174,10,2,0,Because the tempature has been gouing up and down since 1960-2016.
38986188,0,1,1,The lower temperature they are in the caterpillar stage and in the higher temperature they are in a chrysalis stage.
38986188,0,2,0,its false because the count is going higher over the years.
55126115,10,1,0,dot no\n
55126115,10,2,0,you got to save the tretel\n
55126122,10,1,0,I don't think it really matters were they are born or what temp it is they will be any gender really think suriname has more boys than girl and playa has more girls than boys.
55126122,10,2,0,well some years it was decressing and some years it was getting hotter so i dont know if thats a true fact that ever sence 1960 the sand temp has been decreasing
55126134,10,1,0,I think the terteles are lether back becuse there are diferet to other  tipes of anamules
55126134,10,2,0,Becuse I think that sand can not be wash away from the bech the humens
55126135,10,1,0,The sand temperature does not hove anything to do with if the leatherback being male or female.\n\n
55126135,10,2,0,I think this claim is true because if the temp changes out side the sand changes.
55126138,0,1,0,it taks abowt a yere
55126138,0,2,0,they leev for winter
55126152,10,1,1,well most females in the data are born in 85.50 degrees  or more and most males are born below 85.50 degrees. all but 2 females are bore in less 80.50 degrees. and there not 1 male is born in more that 80.50. so its not exactly true but it is party true
55126152,10,2,0,"it is false because i 1960 it was 84.56 degrees, and in 1962 it was 85.10 degrees, so it is not decreasing."
55126154,0,1,0,if its to cold it will freeze to death and if its to warm its perfect temp for it to live
55126154,0,2,0,So they don't over populate and have too much
55126165,0,1,1,Normaly when the temp is in the 60's they usually are in their chrysalis period of transformation. But one of the chrysalis periods is in the 50 to 59 degree range.
55126165,0,2,0,They have not stayed the same since scientists started keeping track. They actually have decreased by over 300 million the first year and then over 20 million the last year
55126172,10,1,1,there are more female in the higher temp and the males are in the lower temp and they kind of mix in the middle
55126172,10,2,1,the temp has been rising instead of going down
55126183,0,1,1,when the temperature is lower most of the butterflys are still caterpillers and when the temperature is higher most of the butterflys are chrysalis
55126183,0,2,0,this claim is false because in 1993 the count is about 311 million and in 2011 the count is about 144 million and that's a pretty big difference.
55276102,0,1,0,I think this is true because if you read 20 you can see why I think it is the right answer.
55276102,0,2,0,I have made a chart so you can see that I am right because they esmated.
55276116,10,1,0,"Sample 1 & Sample 2 were about the same temp but were Male and Female.\n\nBut in Sample 23 & 24 the temp was 4 degress different,but were also Male and Female."
55276116,10,2,0,The temp goes up by a degre and then one year it will go down by a degre.
55276119,0,1,1,i think it is  true because in this story it said it was faster when it was warm and not when it was cold\n
55276119,0,2,0,I think it is partly true partly false because some butter flys were made from the cacoon and sme had to die off so i dont know if it is true or false.\n
55276120,10,1,1,i think its partly true and partly false because number 1 and  2 are both 85 degrees and one is male and ones female but numbers 19 and 20 is a big different 19 is 80 degrees and its a male and 20 is 86 degrees and a female
55276120,10,2,0,I think this is false because number 27 is 2014 and 86 degrees and then we look at 1990 its also 86 degrees and then in 2016 its 85 degrees
55276133,10,1,0,If you look at the data you will see the data I highlighted their is a Temperature the same and they are Male and Female.
55276133,10,2,1,In 1960 Temperature was 84.56 and in 2016 the Temperature was 85.57 so it increased.
55276142,10,1,0,It's not about the sand tempature it's about if their genes are stronger and their genes dertermine what gender they are.
55276142,10,2,0,I think this is true because global warming could change the tempature of the sand.\n
55276155,0,1,1,If a monarch butter was in a cold tempertured area it would take longer because its to cold but if it was really warm the proces would go quicker.
55276155,0,2,0,The data shows that in 1996 the population of the Monarch butterfly was 909.50 and in 2013 the population is 33.50 which shows a gigantic difference through 1996-2013.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
55276159,0,1,0,"It's false because if you look at the data, there are still some caterpillars that have the same temperature as the ones in the chrysalis's. That means they are in the same temperature as the ones who are growing up faster."
55276159,0,2,1,It hasn't stayed about the same because if you look at the amount of butterflies in 1996 is higher and the number just keeps going down and down over the years.
75336100,0,1,0,the go thro stoages and the wintr thay are thry millen miols from thay nachrol habtat
75336100,0,2,0,they cep track of the butrflis and the polplashen it just fin and the botrflis are fin thay do what the wont when ever thay wont .
75336101,0,1,0,I think when the caterpillar is outside it will get very warm and when the caterpillar is inside it will cool off.
75336101,0,2,0,The monarch butterfly stays in mexico because it likes the heat.\n
75336102,10,1,0,I think it is true because if it hurting the eggs then it will start to hurt the baby turtel inside and that means there might not be anymore turtels after this!
75336102,10,2,1,I think it is not true because it side it was decreasing when it has been going up for the most part it only goes down a littal bit!
75336103,10,1,0,there wore more boys than girls but  they were pretty close the same amount so that's why I said it was partly true and partly false
75336103,10,2,0,in 2016 it was only 85.57 and that isn't too far from 1962 and that was only 85.10 there is only 47-degree difference
75336104,0,1,0,because the butterfly has to go places
75336104,0,2,0,when they keep tract of them they can see were they are Going
75336106,0,1,1,"As I quickly looked through the location, and went onto temperature where I looked and saw that mainly the monarch butterfly does turn into the chrysalis quicker at hotter temperatures whether inside or outside."
75336106,0,2,1,"Because the monarch butterfly in mexico close to this year is dropping, dropping, and rising, it's never stayed in one place like the tens without bumping up a bit."
75336107,0,1,1,The caterpillars all went into their pupas when the temperature was 59 degrees (F) or higher.
75336107,0,2,0,"when you look at the graph, you can see it stayed about the same, other than a sudden spike in 1995 and 1996."
75336109,0,1,1,when the temature became hotter and more dense the buterfly started going through the cycles of their transformation
75336109,0,2,0,throughout most of the early 2000 the count of buterflies stayed realitivly the same only changing slightly fro 200 million to 500 million
75336112,0,1,0,because the report showd that the tempiture dosent realy matter
75336112,0,2,0,it canged a lot and they were in all kinds of places
75336114,0,1,0,because the tempature is the same all the time or in the same range or temp.
75336114,0,2,0,it is false because every year it is going up and up (the number in butterflys are increasing).
75336118,10,1,0,"because  the sand in the summer id most of the time on the top of the sand is hot but on the bottom, it is cool not super cold then  \n   \n? do they lay eggs in the winter"
75336118,10,2,0,the temp of the sand doesn't change
75336120,10,1,1,After studying the data I conclude that the sea turtles who were born when the sand temperatures were 84 degrees primarily turned out as females. But when the temperatures were 83.99 degrees and below the sea turtle were males.
75336120,10,2,0,Yes tbe temperature slowly decended from 86 degrees to 85 then to 84 then back up to 85. So in conclusion the temperature did go down by about a degree.
75336121,0,1,0,Because it shows inside and outside and two are both caterpillars but then also one is a chrysalis. That is the same tempachure so kinda true kinda false
75336121,0,2,1,It has decreased over the years in 1996 it was 909.50 and in 2013 it was 33.50. It has decreased a lot over the years so that statement is false. it almost went down 890.50
75336123,10,1,0,It is false because it never said anything about the temperature.  And it didn't say anything really about the male and female.
75336123,10,1,0,it's partly true and partly false because maybe the sand temperature does affect whether leatherback eggs to hatch as male or female but it could be false because it depends on the gender who knows if the sand temperature affects the animal's gender
75336123,10,2,0,I think its partly true and partly false because it could have changed it could have not changed
75336123,10,2,0,"It said ""The temperature of the sand in Raine Island, Australia had been decreasing since 1960"" In the sentence"
75336130,0,1,1,when outside it  chrysalis's faster and it's warmer outside
75336130,0,2,0,it went from 33.50 to 909.50
75336131,10,1,1,"Some males where  born in hot tempture same as females. It goes back and forth to say the heat affects the gender, if you say that  the hotter sand has females you would probly wrong  next time some males where born in high tempture  thats why its probly false."
75336131,10,2,1,from different years it goes up and down but It seems that Its increasing than decreasing. In 2002 and up its going up in heat that getting colder in those years so I presonly don't  think its decreasing I think its increasing.
75336142,10,1,0,because all female turtles lay their eggs on the beach and then she leaves them
75336142,10,2,0,because it says that on the recording page and every year it gets lower
75336144,10,1,0,because for some reason the heat makes the gender different and the turtles know this so they place their eggs in different places accordingly.
75336144,10,2,0,if you see the evidence you see that the first 2002 thing is 86.72 degrees but in the 2012 one it is 85.06
75336146,0,1,1,wel the data proves the fact true in the evidence because the higher temp the life cycle proceeded quicker
75336146,0,2,1,if you look at the chart you can see that over the years the population has slightly but steadily dropped like in 2013 there was 33.50 million monarchs but in 2014 there was 56.0.
75336147,0,1,0,In the chart to the right in the outside with the crysalis is almost the exact same outiside with a catipillar
75336147,0,2,0,If it stayed about the same it would have been in the 30s but now it went from thirty three to 56.50 within a year.
75336150,0,1,0,if the caterpillar is in the cold weather wean it is in a chrysalis it would slow it down the save its energy.
75336150,0,2,1,the butterfly population has gone down in 1996 it was at 909.50 in. 2013 it is at 33.50.
75336155,0,1,1,as the temprature ranged from 57-62 the catarrpillars turned into stage 3 crysiless depending on the location this could be caused by humidity outside or inside but as it got warmer they changed mostly on the warmer side inside and a little cooler outside again probably from humidity
75336155,0,2,1,as the years go by they get lesser and lesser from 909 million to 33 million
75336156,0,1,0,It was warm and it grew and it was cold and it grew the same time.
75336156,0,2,0,in 2013 there were 33.50 million and in 1996 there was 909.50 million and that is an 876 million difference.
75336167,10,1,1,because most of the time there are male and female sometimes there are just female and sometimes the a just males because male need to be colder to the ground or the won't be a male they will then be a female. female need to be warmer than the males if there to cold they will most likely to be a male
75336167,10,2,0,"because all the year I saw were all different yes. but, one of the things it showed that in 2002 86.72 for the heat in ('F). it shows that in 1994 in was 85.57  for the heat in ('F."
75336170,10,1,0,i think its false because it said that they hatch in the sand and go find safety in the sea they don't  say anything about having a special temature.
